id,name,followers,popularity,url,image
0A0FS04o6zMoto8OKPsDwY,YG,2084378,86,https://open.spotify.com/artist/0A0FS04o6zMoto8OKPsDwY,https://i.scdn.co/image/cd91e603c1ef9873d607a5e20d4f0e751eae0a7e
0tCtGc5vt29zFZp6KXzN50,Beanie Sigel,330969,59,https://open.spotify.com/artist/0tCtGc5vt29zFZp6KXzN50,https://i.scdn.co/image/2b2362d5b249e25e9407def35523332fa702eff1
3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks,685503,67,https://open.spotify.com/artist/3vDUJHQtqT3jFRZ2ECXDTi,https://i.scdn.co/image/bddfaa525577e34cbb05993dee547af166266929
6g8AmloI8egfrr3dm3SnUL,TWENTY88,267958,57,https://open.spotify.com/artist/6g8AmloI8egfrr3dm3SnUL,https://i.scdn.co/image/9558262b975c7ae03f734625f29b18f43e0b697b
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,3640211,79,https://open.spotify.com/artist/6PXS4YHDkKvl1wkIl4V8DL,https://i.scdn.co/image/345ba48efb55e88a86e7421e992794e551570bdb
1ZilzPhvZhYUCSGczNRlyt,Eli Sostre,64307,55,https://open.spotify.com/artist/1ZilzPhvZhYUCSGczNRlyt,https://i.scdn.co/image/804347da833729a12dfa8b1becb6d1968bbac53e
7G6hXrjGpi6I7waNl4wxAk,J. Holiday,925879,60,https://open.spotify.com/artist/7G6hXrjGpi6I7waNl4wxAk,https://i.scdn.co/image/e8a48dd66904570087b66f1196b900554aef78a0
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,566525,67,https://open.spotify.com/artist/0CKa42Jqrc9fSFbDjePaXP,https://i.scdn.co/image/a2846df6e922b0a5bc508ce65cb99af6f2e0e7b8
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,3820849,86,https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a,https://i.scdn.co/image/d385491147314cbbe2826da3a379902891f97213
08v1r0jqDyvSo2LtSqHxcy,Reo Cragun,53528,64,https://open.spotify.com/artist/08v1r0jqDyvSo2LtSqHxcy,https://i.scdn.co/image/30c900b8d4fcd780185ad75da430e36a5a374150
0bdJZl7TDeiymDYzMJnVh2,Preme,99000,70,https://open.spotify.com/artist/0bdJZl7TDeiymDYzMJnVh2,https://i.scdn.co/image/20dd087d25de218211601e78da94dce067b52b19
5gCRApTajqwbnHHPbr2Fpi,Juicy J,2065010,80,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,https://i.scdn.co/image/acd63a211d6797e8e35a29623cb2d208e70cbaa2
0VRj0yCOv2FXJNP47XQnx5,Quavo,3707119,91,https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5,https://i.scdn.co/image/5bbc6877502c2a0db474b3b2bd48a073f5048bc2
